,COUNTY,AREA,EP_POV150_z,EP_UNEMP_z,EP_HBURD_z,EP_NOHSDP_z,EP_AGE65_z,EP_AGE17_z,EP_DISABL_z,EP_SNGPNT_z,EP_MINRTY_z,EP_MOBILE_z,EP_CROWD_z,EP_NOVEH_z,EP_NOINT_z,EP_AFAM_z,EP_HISP_z,EP_TWOMORE_z,RESL_VALUE_z,CRF_VALUE_z,ALR_VALA_z,HRCN_ALRB_z,HRCN_ALRA_z,IFLD_ALRB_z,RISK_VALUE_log,HRCN_RISKV_log,IFLD_RISKV_log,POPULATION_DENS_log,BUILDVALUE_DENS_log,AGRIVALUE_DENS_log,E_HU_PER_SQMI_log,E_HH_PER_SQMI_log,EP_AIAN_log,EP_ASIAN_log,EP_GROUPQ_log,EP_MUNIT_log,EP_LIMENG_log,IFLD_EXP_AREA_RATIO_log,EP_OTHERRACE_log,EP_UNINSUR_log,ALR_VALB_log,log1p_HRCN_UNEXP_RATIO_z,RISK_SPCTL_z,SOVI_SPCTL_z,RESL_SPCTL_z
10,BUNCOMBE,666.6120942,-0.7083164182002282,-1.1611990705385453,0.6398936678678238,-1.2060049202752199,0.013252045533174118,-0.8381355304150461,-0.8899608829263784,-0.6506488282661148,-0.9016983810706418,-0.709060938714273,0.10165796108124672,-0.13761321256927506,-0.5443469702648802,-0.8754783806293924,-0.21867501197740769,0.2227638263739963,1.0920314597773193,-0.9186669167027658,0.8487837368469637,-0.5598394375750037,-0.9628718236699785,0.018113474324311818,18.23648766212145,13.216727137788709,17.697654252647112,6.003863783237655,18.22092778317649,11.437555821078869,5.2940292984797725,5.061157920265999,0.09531017980432487,0.7419373447293773,1.2809338454620642,2.4159137783010487,1.1939224684724346,0.13509778774948333,0.26236426446749106,2.509599262378372,0.0011601322231875625,-0.3900370240438445,1.0243234902783687,-1.0579728054840958,1.3337458107858404
11,BURKE,519.4280426400001,0.3399319808275935,0.16525393721609916,-1.4324499848167467,0.611092276424286,0.09480309496808988,-0.7674962105317723,1.1531633587682095,-0.5525857041868208,-0.8110355638951859,0.17652724452586827,-0.21602316729764928,-0.451261560305514,0.36618601596017714,-0.8566306221658962,-0.3152202711285807,-0.4407879968676953,-0.4351431785997268,0.14576855560072902,-0.3273549230754256,-0.5531054902257939,-0.9073183895995819,0.3207246050900984,17.21690013519114,13.096704278937692,16.798401645763466,5.132948044113289,17.19940005261662,12.215682957971312,4.376587572536731,4.255936783506824,0.09531017980432487,1.4816045409242156,1.4350845252893227,1.1314021114911006,0.7884573603642702,0.08897451114220906,0.4054651081081644,2.468099531471619,0.001296818730081714,-0.3900370240438445,0.15580110514140239,0.20812579780015,-0.5023198508154464
12,CABARRUS,367.603509,-1.4121403432617654,-0.44270369133811266,-0.37325211788907786,-1.1811131778546786,-1.4750546066540438,1.7048799853828167,-1.7612932801196588,0.23191928844753038,0.32224965079801077,-1.5592255946248084,0.9488076367583018,-0.8041159515087823,-1.2575978094745082,-0.05874218054456287,0.7950502091099104,0.6019362967978199,1.0036501560152584,-1.6594289278061507,-0.799333559952015,-0.553671312157709,-0.6359409159619804,1.522080941448484,18.039814854682692,13.700573353303287,17.756927068853255,6.4219028660510356,18.751018551700927,12.219128672698456,5.5000184708677,5.36516778639621,0.0,1.7749523509116738,0.5877866649021191,2.2512917986064953,0.8754687373538999,0.18209283033409956,0.4700036292457355,2.1972245773362196,0.00161525193157123,-0.3900370240438445,0.92061932488888,-1.5782872999844708,1.1951748174574415
13,CALDWELL,479.40243429,0.01048248399027826,0.0547161865698787,-1.3863979036459788,1.3329528066199807,0.03363980789190269,-0.16706199152394383,0.6724282430753659,-0.0622700837903515,-1.1056897197154172,-0.18951587121338986,-0.00423574837838528,-0.37284947337145424,-0.13460712646360434,-0.963434586792374,-0.4359018450675471,-0.1564086440498273,-0.468062962522288,-0.5928875709617808,-0.7213604246086034,-0.553121968619437,-0.907266662809927,0.699780331329155,17.1340411562984,12.927433949807467,16.786996953084447,5.130471145540562,17.3810087993995,11.768110530747885,4.3779353417478255,4.235077482906729,0.09531017980432487,0.4054651081081644,0.832909122935104,1.3862943611198906,0.5306282510621704,0.09289302245541796,0.09531017980432487,2.509599262378372,0.0013779426056176871,-0.3900370240438445,0.03193224092618006,-0.6590650263671416,-0.5716053474796459
14,CAMDEN,313.38902010000004,-1.9362645427756764,-0.0005526887532312864,-0.18904379320600476,-1.2557884051163022,-0.9653605476858186,1.2104047461998992,-0.31908793304112576,0.5751402227250586,-0.6920406163524004,-0.5555589869526484,-0.9572791335150727,-1.7450609947174984,-1.6066354541941135,-0.7184137267669252,-1.039309714762379,3.6353160601884094,1.1212645647174415,-1.9885924847386633,-0.2132093219819434,-0.32630360574523776,0.8560973460491809,-0.386765940638673,14.707017614653516,13.554242433734121,13.758502855671766,3.527126271999797,15.47527531300636,12.008191553888535,2.9097118284936565,2.839508805159415,0.18232155679395465,0.8754687373538999,0.26236426446749106,1.62924053973028,0.4054651081081644,0.05748256903180133,0.6418538861723948,1.547562508716013,0.001460743295537567,1.4956968276386156,-2.9063524451093263,-1.5782872999844708,1.36838855911794
15,CARTERET,1343.84272659,-1.3672154118748587,-0.44270369133811266,-0.050887549693699734,-1.2060049202752199,1.0734156881870824,-1.1560124698897785,0.2517850168441264,-1.3370906968211718,-1.1000232936419512,-0.23674724098619765,-1.2749602618939684,-0.7257038645747227,-1.3638266578674316,-0.963434586792374,-0.846219196460033,0.6019362967978199,2.1599972664418687,-0.5016926233004825,1.5596622741893558,3.1687267365098624,2.8346032200835523,-1.6299975958558144,18.797555112421172,18.631174373508234,16.202210420281766,3.9381216315811773,16.492491490684056,10.033683463263822,4.62164527632437,4.109508858843336,0.26236426446749106,0.7884573603642702,0.9932517730102833,2.4423470353692043,0.33647223662121295,0.04774032618529214,0.18232155679395465,2.4069451083182885,0.006861293170726838,3.8685080858909586,1.2115671222316122,-0.4162515956003,1.6455305457747382
16,CASWELL,433.03126854,-0.37886692136291283,0.16525393721609916,-0.5574604425721501,0.8849014430502392,0.29868071855538,-0.8028158704734085,1.0029336351141955,-0.3074278939885862,0.3959131897530684,0.3654527236170986,-1.0631728429747045,-0.41205551683848396,0.79110140953187,0.7831243641582613,-0.7738102520966531,-0.2512017616557833,-1.2123294796413984,0.09652224523780571,-0.17055950483852725,-0.48574079429829914,-0.677063559833521,-0.43882550138030657,15.916019709828669,13.659579042308573,15.345881268328215,3.978811873237658,16.211745769937504,11.633090284601904,3.2452503664051444,3.0444853617732006,0.09531017980432487,0.6418538861723948,1.8870696490323797,0.4700036292457355,0.7884573603642702,0.03961968250847861,0.0,2.388762789235098,0.0011031086009122297,-0.3900370240438445,-2.009023347364169,0.0,-1.40303130745004
17,CATAWBA,420.22343181,-0.5585666469105394,-0.3321659406918927,-0.9489031325236809,-0.036093026509784604,-0.4556664887175933,0.5040115473671596,-0.7697771040031672,-0.013238521750704304,-0.39172003445870324,-0.6736374113846673,0.41933908946014226,-0.33364342990442425,-0.6354002688873858,-0.7184137267669252,0.5778233760197707,0.6967294144037759,0.381136639663172,-0.9645594977383518,-0.9523294020930348,-0.5465046504900134,-0.8193839452258532,-0.785473552962149,17.6270301831823,14.104704903257549,17.124039728926117,5.947933390971994,18.413752866797353,12.374934527022356,5.1818382291071305,5.084837812614543,0.09531017980432487,1.62924053973028,0.9932517730102833,2.0014800002101243,1.0986122886681098,0.1598883923823464,0.26236426446749106,2.5494451709255714,0.0009874008178027752,-0.3900370240438445,0.6267908562853295,-1.144691887900825,0.6755335924759451
18,CHATHAM,716.08800822,-0.9778660065216681,-1.603350073123427,-0.9719291731090645,-0.5339278749206082,0.8695380645997924,-0.3083406312904913,-1.1002824960419977,-1.1409644486625843,-0.25572580869551975,-0.6145981991686578,-0.32191687675728103,-1.0393522123109613,-0.392591472560704,-0.561349072904458,1.0122770422000495,0.6967294144037759,0.5372238012480521,-0.5854673680458485,-1.047067244685711,-0.48212522176269895,-0.36539591063167853,0.029030366003817143,17.127570296168653,14.992130312330717,16.61831710253145,4.676524241345634,16.993795418871763,12.637006735265844,3.934871893830097,3.8430618041276094,0.18232155679395465,0.9932517730102833,0.6418538861723948,1.2237754316221157,1.4586150226995167,0.05136111240103703,0.5306282510621704,2.2823823856765264,0.0012588366770951347,-0.3900370240438445,0.02040955588290395,-0.6590650263671416,0.9873183274648429
19,CHEROKEE,471.37704822,0.5795316148910958,-0.44270369133811266,-0.44233023964522955,-0.9819792384903491,2.072416043764804,-1.5092090693061482,0.46210662995974666,-1.5332169449797597,-1.3323467626540566,0.05844882009384944,-1.2749602618939684,-0.5688796907066034,0.38136156573059443,-1.1330644129638385,-1.039309714762379,-0.34599487926173933,-1.595568075994249,0.20226083755236166,-1.0727372326888232,-0.5562913999973121,-0.9748862328776479,0.7363563819549497,16.80742573311603,12.105991087793575,16.345576507486808,4.126381333133514,16.764055939518578,10.694109587421744,3.701959792129055,3.3675122205072245,0.9555114450274363,0.4054651081081644,0.9162907318741551,0.33647223662121295,0.26236426446749106,0.05121068629507525,0.09531017980432487,2.8449093838194073,0.001511636670217925,-0.3900370240438445,-0.4534608665218422,0.1560943483501125,-1.6108877974426383
